gisaid_epi_isl,date,segment,originating_lab,submitting_lab,authors,url,date_submitted
EPI_ISL_419388,2020-03-14,genome,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Plumb et al,https://www.gisaid.org,2020-04-02
EPI_ISL_419390,2020-03-14,genome,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Plumb et al,https://www.gisaid.org,2020-04-02
EPI_ISL_419391,2020-03-14,genome,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Plumb et al,https://www.gisaid.org,2020-04-02
EPI_ISL_419392,2020-03-13,genome,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Plumb et al,https://www.gisaid.org,2020-04-02
EPI_ISL_419393,2020-03-14,genome,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Plumb et al,https://www.gisaid.org,2020-04-02
EPI_ISL_419394,2020-03-14,genome,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Plumb et al,https://www.gisaid.org,2020-04-02
EPI_ISL_419395,2020-03-14,genome,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Plumb et al,https://www.gisaid.org,2020-04-02
EPI_ISL_419396,2020-03-14,genome,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Plumb et al,https://www.gisaid.org,2020-04-02
EPI_ISL_419397,2020-03-14,genome,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Plumb et al,https://www.gisaid.org,2020-04-02
EPI_ISL_426426,2020-03-05,genome,"MN PHL Division, Minnesota Department of Health","Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Queen et al,https://www.gisaid.org,2020-04-16
EPI_ISL_426427,2020-03-07,genome,"MN PHL Division, Minnesota Department of Health","Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Queen et al,https://www.gisaid.org,2020-04-16
EPI_ISL_424870,2020-03-06,genome,MO State Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Li et al,https://www.gisaid.org,2020-04-13
EPI_ISL_437433,2020-04-15,genome,Bozeman Health Deaconess Hospital,"Wiedenheft lab, Montana State University",Nemudryi et al,https://www.gisaid.org,2020-05-08
EPI_ISL_424872,2020-03-08,genome,NC State Laboratory of Public Health,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Li et al,https://www.gisaid.org,2020-04-13
EPI_ISL_426428,2020-03-08,genome,NC State Laboratory of Public Health,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Queen et al,https://www.gisaid.org,2020-04-16
EPI_ISL_424873,2020-03-07,genome,NC State Laboratory of Public Health,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Li et al,https://www.gisaid.org,2020-04-13
EPI_ISL_424353,2020-04-02,genome,unknown,Microbiology and Immunology,Bailey et al,https://www.gisaid.org,2020-04-09
EPI_ISL_424871,2020-03-06,genome,NC State Laboratory of Public Health,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Li et al,https://www.gisaid.org,2020-04-13
EPI_ISL_428202,2020-03-25,genome,Nebraska Public Health Laboratory,UNMC COVID-19 Response Team,UNMC COVID-19 Response Team et al,https://www.gisaid.org,2020-04-20
EPI_ISL_428203,2020-03-25,genome,Nebraska Public Health Laboratory,UNMC COVID-19 Response Team,UNMC COVID-19 Response Team et al,https://www.gisaid.org,2020-04-20
EPI_ISL_428204,2020-03-25,genome,Nebraska Public Health Laboratory,UNMC COVID-19 Response Team,UNMC COVID-19 Response Team et al,https://www.gisaid.org,2020-04-20
EPI_ISL_428205,2020-03-25,genome,Nebraska Public Health Laboratory,UNMC COVID-19 Response Team,UNMC COVID-19 Response Team et al,https://www.gisaid.org,2020-04-20
EPI_ISL_428206,2020-03-25,genome,Nebraska Public Health Laboratory,UNMC COVID-19 Response Team,UNMC COVID-19 Response Team et al,https://www.gisaid.org,2020-04-20
EPI_ISL_424874,2020-03-05,genome,NE Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Li et al,https://www.gisaid.org,2020-04-13
EPI_ISL_424875,2020-03-07,genome,NE Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Li et al,https://www.gisaid.org,2020-04-13
EPI_ISL_420791,2020-02-29,genome,NH Department of Health and Human Services Public Health Labs,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Queen et al,https://www.gisaid.org,2020-04-06
EPI_ISL_420792,2020-03-02,genome,NH Department of Health and Human Services Public Health Labs,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Queen et al,https://www.gisaid.org,2020-04-06
EPI_ISL_424876,2020-03-06,genome,NH Dept. of Health and Human Services Public Health Labs,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Li et al,https://www.gisaid.org,2020-04-13
EPI_ISL_424877,2020-03-06,genome,NH Dept. of Health and Human Services Public Health Labs,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Li et al,https://www.gisaid.org,2020-04-13
EPI_ISL_421718,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421723,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_430356,2020-04-02,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-26
EPI_ISL_430371,2020-04-08,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-26
EPI_ISL_430394,2020-04-09,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-26
EPI_ISL_430403,2020-04-10,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-26
EPI_ISL_430405,2020-04-10,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-26
EPI_ISL_430428,2020-04-13,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-26
EPI_ISL_435483,2020-03-30,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435488,2020-04-22,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435519,2020-04-20,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-05-05
EPI_ISL_421584,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421585,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421619,2020-03-20,genome,MSHS Clinical Microbiology Laboratories,MSHS Pathogen Surveillance Program,Ana Gonzalez-Reiche et al,https://www.gisaid.org,2020-04-09
EPI_ISL_424901,2020-03-04,genome,NJ Public Health and Environmental Laboratories,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Tao et al,https://www.gisaid.org,2020-04-13
EPI_ISL_424878,2020-03-04,genome,NJ Public Health and Environmental Laboratories,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Li et al,https://www.gisaid.org,2020-04-13
EPI_ISL_426429,2020-03-07,genome,NV State Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Queen et al,https://www.gisaid.org,2020-04-16
EPI_ISL_424879,2020-03-09,genome,NV-Southern Nevada Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Li et al,https://www.gisaid.org,2020-04-13
EPI_ISL_414639,2020-03-04,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Chen et al,https://www.gisaid.org,2020-03-15
EPI_ISL_418195,2020-03-17,genome,NYU Langone Health,"Department of Pathology and Medicine, New York University School of Medicine",Black et al,https://www.gisaid.org,2020-03-28
EPI_ISL_421712,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421713,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421714,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421715,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421716,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421717,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421719,2020-03-17,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421720,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421721,2020-03-17,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_418196,2020-03-14,genome,NYU Langone Health,"Department of Pathology and Medicine, New York University School of Medicine",Black et al,https://www.gisaid.org,2020-03-28
EPI_ISL_421722,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421724,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421725,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421726,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421727,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421728,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421729,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421730,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421731,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_418197,2020-03-15,genome,NYU Langone Health,"Department of Pathology and Medicine, New York University School of Medicine",Black et al,https://www.gisaid.org,2020-03-28
EPI_ISL_421732,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_421733,2020-03-18,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-09
EPI_ISL_424929,2020-03-31,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424930,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424931,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424932,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424933,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424934,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424935,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424936,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_418198,2020-03-17,genome,NYU Langone Health,"Department of Pathology and Medicine, New York University School of Medicine",Black et al,https://www.gisaid.org,2020-03-28
EPI_ISL_424937,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424938,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424939,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424940,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424941,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424942,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424943,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424944,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424945,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424946,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_418199,2020-03-17,genome,NYU Langone Health,"Department of Pathology and Medicine, New York University School of Medicine",Black et al,https://www.gisaid.org,2020-03-28
EPI_ISL_424947,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424948,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424949,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424950,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424951,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424952,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424953,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424954,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424955,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424956,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_418200,2020-03-17,genome,NYU Langone Health,"Department of Pathology and Medicine, New York University School of Medicine",Black et al,https://www.gisaid.org,2020-03-28
EPI_ISL_424957,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424958,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424959,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424960,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424961,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424962,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424963,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424964,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424965,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424966,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_418201,2020-03-17,genome,NYU Langone Health,"Department of Pathology and Medicine, New York University School of Medicine",Black et al,https://www.gisaid.org,2020-03-28
EPI_ISL_424967,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_424968,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-14
EPI_ISL_426617,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-17
EPI_ISL_426618,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-17
EPI_ISL_426619,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-17
EPI_ISL_426620,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-17
EPI_ISL_426621,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-17
EPI_ISL_426622,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-17
EPI_ISL_426623,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-17
EPI_ISL_426624,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-17
EPI_ISL_418202,2020-03-17,genome,NYU Langone Health,"Department of Pathology and Medicine, New York University School of Medicine",Black et al,https://www.gisaid.org,2020-03-28
EPI_ISL_426625,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-17
EPI_ISL_426626,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-17
EPI_ISL_427469,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427470,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427471,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427472,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427524,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427473,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427474,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427475,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_418203,2020-03-17,genome,NYU Langone Health,"Department of Pathology and Medicine, New York University School of Medicine",Black et al,https://www.gisaid.org,2020-03-28
EPI_ISL_427476,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427477,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427478,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427479,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427480,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427481,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427482,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427483,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427484,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427485,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_418204,2020-03-17,genome,NYU Langone Health,"Department of Pathology and Medicine, New York University School of Medicine",Black et al,https://www.gisaid.org,2020-03-28
EPI_ISL_427525,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427486,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427487,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427488,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427489,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427490,2020-04-01,genome,NYU Langone Health,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Aguero-Rosenfeld et al,https://www.gisaid.org,2020-04-18
